LAPORAN HISTORIS PENGGUNAAN UTILITAS (LISTRIK DAN AIR)
Kawasan Industri Tunas Batam Centre
Periode Billing: Juni 2023 s/d Mei 2026

trx_id,tanggal,tenant_id,properti_id,pemakaian_listrik,pemakaian_air,service_charge_base
355,2023-08-23,25,62,"Rp. 27.487,09","2.915,73",10000000
356,2023-08-24,26,30,32784.78,"1.186,05","Rp. 10.000.000,00"
357,2023-08-21,27,127,"44.451,14","1.217,97","Rp. 10.000.000,00"
358,2023-08-25,28,223,350184.3,"1.226,22","Rp. 5.000.000,00"
359,2023-08-20,29,73,"30.624,73",Tanpa Catatan,"Rp. 7.500.000,00"
360,2023-08-22,30,46,"12.760,62",,10000000
361,2023-08-21,31,322,"1.665,50","140,61",1500000
361,2023-08-23,32,175,"6.246,93","2.959,05","Rp. 10.000.000,00"
363,2023-08-24,33,214,40081.95,"1.428,96","Rp. 7.500.000,00"
364,2023-08-24,34,105,"Rp. 18.604,64","1.708,68","Rp. 10.000.000,00"
365,2023-08-22,35,297,"Rp. 759,77","25,72","Rp. 3.500.000,00"
366,2023-08-21,36,96,"Rp. 16.462,70","1.830,69","Rp. 7.500.000,00"
367,2023-08-21,37,67,"Rp. 37.160,11","1.935,21","Rp. 5.000.000,00"
368,2023-08-21,38,165,"Rp. 40.651,04",2073.68,"Rp. 10.000.000,00"
369,2023-08-25,39,249,"37.094,02",2246.5,"Rp. 5.000.000,00"
370,2023-08-20,40,200,"Rp. -39.431,66","1.311,90","Rp. 7.500.000,00"
371,2023-08-23,41,79,"Rp. 30.978,06","2.481,08",10000000
372,2023-08-22,42,284,"815,96","110,24","Rp. 1.500.000,00"
373,2023-08-20,43,80,7784.31,771.86,10000000
374,2023-08-22,44,13,"31.435,26",1632.44,7500000
374,2023-08-23,45,311,"1.248,91","99,49","Rp. 3.500.000,00"
376,2023-08-25,46,197,"20.770,73",1295.32,"Rp. 7.500.000,00"
377,2023-08-23,47,150,"5.464,11",2120.97,5000000
378,2023-08-24,48,28,Meteran Mati,"1.560,31","Rp. 7.500.000,00"
379,2023-08-20,49,82,"6.338,48","594,66","Rp. 7.500.000,00"
380,2023-08-25,50,100,"Rp. 30.226,51","2.159,34","Rp. 10.000.000,00"
381,2023-08-25,51,235,"Rp. 19.116,58","2.944,40","Rp. 7.500.000,00"
382,2023-08-21,52,11,"37.355,83",2060.79,"Rp. 7.500.000,00"
383,2023-08-21,53,134,34558.69,"2.147,89","Rp. 7.500.000,00"
384,2023-08-23,54,299,"1.554,97","73,68","Rp. 2.500.000,00"
385,2023-08-24,55,125,"24.050,65",2870.63,"Rp. 10.000.000,00"
386,2023-08-25,56,43,"Rp. 6.640,70","2.794,28","Rp. 10.000.000,00"
387,2023-08-20,57,224,34372.54,Rusak,"Rp. 5.000.000,00"
388,2023-08-24,58,300,136776.51,"114,28","Rp. 2.500.000,00"
389,2023-08-23,59,112,"Rp. 31.255,79","2.749,74",10000000
390,2023-08-21,60,121,"31.703,17","2.425,30","Rp. 7.500.000,00"
391,23/08/2023,61,154,"Rp. 12.137,69","1.730,14","Rp. 5.000.000,00"
392,2023-08-20,62,253,"1.095,86","104,87","Rp. 1.500.000,00"
393,2023-08-23,63,326,"Rp. 205,95","144,04",2500000
394,2023-08-21,64,131,"-16.598,35","1.007,80",10000000
394,2023-08-22,65,5,12723.71,2299.35,10000000
396,25/08/2023,66,53,"Rp. 36.511,14",607.04,"Rp. 5.000.000,00"
397,2023-08-20,67,313,"1.832,92","100,39",1500000
398,2023-08-20,68,242,"Rp. 28.799,10","2.039,07",5000000
399,21/08/2023,69,74,"Rp. 18.420,15","801,86",5000000
400,2023-08-24,70,219,"24.478,70","515,87","Rp. 5.000.000,00"
401,2023-08-24,71,6,"-14.570,15","936,37","Rp. 10.000.000,00"
402,2023-08-21,72,321,"Rp. 1.314,06","132,16",3500000
403,2023-08-23,73,271,"Rp. 1.860,81",27.02,"Rp. 2.500.000,00"
404,2023-08-21,74,61,"7.834,38","1.088,25","Rp. 7.500.000,00"
405,2023-08-21,75,136,"13.826,51","1.677,48","Rp. 7.500.000,00"
406,2023-08-24,76,139,6283.78,"1.921,66","Rp. 7.500.000,00"
407,2023-08-21,77,265,1240.62,"91,86","Rp. 1.500.000,00"
408,2023-08-23,78,126,22369.95,"1.056,02","Rp. 10.000.000,00"
409,2023-08-23,79,232,"36.920,70","2.553,23","Rp. 7.500.000,00"
409,2023-08-25,80,31,"281.936,32","1.648,21","Rp. 10.000.000,00"
411,2023-08-24,81,205,"Rp. 40.737,38","1.332,27","Rp. 5.000.000,00"
412,2023-08-21,82,47,"Rp. 31.986,12",,"Rp. 5.000.000,00"
413,2023-08-22,83,222,"14.545,31","783,89","Rp. 7.500.000,00"
414,2023-08-20,84,3,"19.912,55","1.631,03",10000000
415,2023-08-20,85,157,"40.359,16","718,27","Rp. 7.500.000,00"
416,2023-08-25,86,160,Rusak,1853.59,"Rp. 5.000.000,00"
417,2023-08-22,87,203,"28.148,18","2.139,40","Rp. 7.500.000,00"
418,2023-08-24,88,107,"Rp. 6.892,76","1.382,80","Rp. 7.500.000,00"
418,2023-08-23,89,153,15416.29,"961,24","Rp. 10.000.000,00"
420,2023-08-25,90,250,"-42.911,56",2819.53,"Rp. 5.000.000,00"
421,2023-08-20,91,48,"Rp. 27.609,26","2.767,20",7500000
422,2023-08-23,92,212,N/A,"987,87",10000000
423,2023-08-24,93,172,"17.710,31","2.012,69","Rp. 5.000.000,00"
424,2023-08-21,94,78,34114.13,"1.610,55","Rp. 7.500.000,00"
425,2023-08-21,95,85,44535.3,"1.813,25","Rp. 7.500.000,00"
426,2023-08-25,96,39,"Rp. -38.291,35","1.223,66","Rp. 7.500.000,00"
427,2023-08-23,97,325,"Rp. 1.050,57","105,00","Rp. 2.500.000,00"
428,2023-08-21,98,158,Meteran Mati,"1.690,10","Rp. 10.000.000,00"
429,2023-08-22,99,288,"Rp. 295,20","66,95","Rp. 3.500.000,00"
430,2023-08-22,100,14,"Rp. 38.072,88","2.212,42","Rp. 7.500.000,00"
431,2023-08-21,101,202,"Rp. 11.521,17","1.044,69",10000000
432,2023-08-25,102,293,"1.063,13","60,50",2500000
432,2023-08-25,103,319,"Rp. 607,83",N/A,"Rp. 1.500.000,00"
434,2023-08-25,104,236,"Rp. -7.370,61",,"Rp. 7.500.000,00"
434,2023-08-21,105,65,"Rp. 8.631,17","2.614,65","Rp. 7.500.000,00"
436,2023-08-22,106,34,"Rp. -43.570,55","929,43",10000000
437,2023-08-20,107,1,"21.963,67","1.785,63","Rp. 7.500.000,00"
438,2023-08-22,108,252,"Rp. 1.022,50",115.7,3500000
439,2023-08-22,109,181,"Rp. 44.948,93","1.729,12",5000000
440,2023-08-22,110,169,"18.545,27","1.987,40",7500000
441,2023-08-23,111,204,"Rp. 29.126,62","1.511,11","Rp. 7.500.000,00"
442,2023-08-23,112,312,"1.949,73","69,74","Rp. 3.500.000,00"
443,2023-08-23,113,38,26697.52,,"Rp. 10.000.000,00"
444,2023-08-24,114,101,"6.439,24","942,17","Rp. 10.000.000,00"
444,2023-08-22,115,260,"1.229,98","81,87","Rp. 1.500.000,00"
446,2023-08-25,116,183,"Rp. 34.682,29","567,25","Rp. 10.000.000,00"
447,2023-08-23,117,83,"Rp. 17.196,50","1.343,99","Rp. 5.000.000,00"
448,2023-08-20,118,35,"17.896,85","744,31","Rp. 7.500.000,00"
449,2023-08-24,119,123,"Rp. 26.433,36","1.218,39","Rp. 5.000.000,00"
450,2023-08-21,120,225,"13.389,57","2.489,13","Rp. 10.000.000,00"
451,2023-08-23,121,228,30113.76,"1.790,56","Rp. 5.000.000,00"
452,2023-08-23,122,120,"34.064,60",649.7,5000000
453,2023-08-25,123,129,16481.78,"901,46","Rp. 10.000.000,00"
454,2023-08-20,124,217,13079.62,"1.181,78","Rp. 5.000.000,00"
455,2023-08-20,125,213,16919.17,"658,95","Rp. 7.500.000,00"
456,2023-08-21,126,304,"1.692,17",143.46,"Rp. 3.500.000,00"
457,2023-08-21,127,246,"12.006,17","2.924,81","Rp. 7.500.000,00"
458,2023-08-21,128,307,"Rp. 1.488,21",,"Rp. 1.500.000,00"
459,2023-08-21,129,33,"20.387,61",2097.37,10000000
460,2023-08-23,130,132,39376.67,900.57,7500000
460,2023-08-20,131,173,18308.89,"1.555,91","Rp. 5.000.000,00"
462,2023-08-22,132,113,"Rp. 12.349,58",1608.51,"Rp. 10.000.000,00"
463,2023-08-20,133,49,"39.940,23",833.77,5000000
464,2023-08-24,134,221,"30.884,27","2.066,57",5000000
465,2023-08-23,135,147,33743.34,"1.587,90","Rp. 7.500.000,00"
466,2023-08-25,136,327,"1.280,15",N/A,2500000
467,2023-08-21,137,77,"Rp. 8.429,55","1.672,20","Rp. 7.500.000,00"
468,24/08/2023,138,283,"837,74",98.83,"Rp. 3.500.000,00"
469,2023-08-22,139,220,"Rp. 12.174,89","924,67",7500000
470,2023-08-25,140,211,"42.049,48","1.207,31","Rp. 7.500.000,00"
471,2023-08-25,141,272,991.98,44.56,"Rp. 1.500.000,00"
472,2023-08-20,142,324,"1.023,97","34,62","Rp. 3.500.000,00"
473,2023-08-20,143,239,27831.51,"1.541,05","Rp. 5.000.000,00"
474,2023-08-25,144,240,"11.151,02",Rusak,"Rp. 10.000.000,00"
475,2023-08-23,145,141,"Rp. 36.881,34","823,30","Rp. 5.000.000,00"
476,2023-08-20,146,20,"39.093,83",907.35,"Rp. 7.500.000,00"
477,2023-08-23,147,149,"25.506,13","1.724,06","Rp. 7.500.000,00"
478,2023-08-22,148,111,30904.42,"2.284,09",7500000
479,2023-08-20,149,290,"1.141,57","58,41","Rp. 1.500.000,00"
480,2023-08-21,150,226,"31.463,13","948,88","Rp. 5.000.000,00"
481,2023-08-25,118,188,Rusak,Tanpa Catatan,"Rp. 7.500.000,00"
482,2023-08-20,145,178,29075.5,"1.716,81","Rp. 10.000.000,00"
483,2023-08-20,26,133,"12.528,84","567,04","Rp. 7.500.000,00"
484,2023-08-25,19,66,11096.89,"2.256,50","Rp. 7.500.000,00"
484,2023-08-24,138,274,"948,23","84,44","Rp. 3.500.000,00"
486,2023-08-21,55,209,"Rp. 7.540,42","2.732,19","Rp. 7.500.000,00"
487,2023-08-23,130,216,"28.506,35",2212.44,"Rp. 10.000.000,00"
488,24/08/2023,68,182,"38.781,25",2054.61,"Rp. 7.500.000,00"
489,2023-08-22,34,145,"Rp. 5.725,22","2.702,27","Rp. 7.500.000,00"
490,2023-08-20,90,110,"36.395,43","2.423,43",10000000
491,2023-08-24,18,135,29386.23,"2.645,97","Rp. 5.000.000,00"
492,2023-08-21,63,273,"Rp. 1.766,89",40.06,"Rp. 2.500.000,00"
493,2023-08-24,95,64,"19.897,45","2.387,11","Rp. 7.500.000,00"
493,2023-08-25,73,291,"Rp. 851,19","23,87","Rp. 1.500.000,00"
495,2023-08-22,41,243,"27.982,29","2.944,33","Rp. 10.000.000,00"
496,2023-09-24,1,45,"29.416,04","867,15",7500000
497,2023-09-22,2,99,"Rp. 34.003,95","2.350,13",5000000
497,2023-09-22,3,185,"Rp. 35.966,31","2.316,27","Rp. 10.000.000,00"
499,2023-09-22,4,124,"Rp. 37.215,50","2.972,50","Rp. 10.000.000,00"
500,2023-09-24,5,122,12702.21,"2.446,37","Rp. 7.500.000,00"
501,2023-09-25,6,168,"27.358,74",2447.06,"Rp. 7.500.000,00"
502,2023-09-24,7,270,"Rp. 1.942,46","86,71","Rp. 3.500.000,00"
503,2023-09-21,8,10,"Rp. 25.911,10",794.36,"Rp. 7.500.000,00"
504,2023-09-21,9,289,"1.079,83","35,90","Rp. 2.500.000,00"
505,2023-09-23,10,177,"23.437,45","1.624,82","Rp. 7.500.000,00"
506,2023-09-20,11,198,"Rp. -30.836,66","2.664,88","Rp. 10.000.000,00"
507,2023-09-22,12,114,"25.870,15",Rusak,"Rp. 10.000.000,00"
508,2023-09-21,13,4,"Rp. 6.799,35",,"Rp. 5.000.000,00"
509,2023-09-22,14,52,"Rp. 12.306,76","2.420,76","Rp. 5.000.000,00"
510,2023-09-20,15,16,"Rp. 42.663,10","2.748,75","Rp. 5.000.000,00"
511,2023-09-24,16,90,"21.299,75","1.084,35","Rp. 5.000.000,00"
512,21/09/2023,17,210,"43.716,46",1433.26,"Rp. 5.000.000,00"
513,2023-09-20,18,86,42340.27,"1.705,47","Rp. 10.000.000,00"
514,2023-09-25,19,116,20812.2,807.44,5000000
514,2023-09-21,20,22,14837.13,"2.957,55","Rp. 7.500.000,00"
516,2023-09-23,21,104,40810.73,"2.258,25","Rp. 7.500.000,00"
517,2023-09-21,22,106,"19.318,63",Tanpa Catatan,"Rp. 10.000.000,00"
518,2023-09-20,23,201,"Rp. 29.537,71","1.257,95",10000000
519,2023-09-24,24,244,"Rp. 27.764,09","1.735,03",10000000
520,2023-09-22,25,62,"15.973,12","2.619,17",5000000
521,2023-09-22,26,30,"44.804,26","1.185,09","Rp. 10.000.000,00"
522,2023-09-20,27,127,"Rp. 27.872,78","563,43","Rp. 10.000.000,00"
523,2023-09-20,28,223,"Rp. 30.051,88",1335.76,"Rp. 7.500.000,00"
524,2023-09-20,29,73,"28.157,38","713,84","Rp. 5.000.000,00"
525,2023-09-24,30,46,"27.370,32","1.237,29","Rp. 7.500.000,00"
526,2023-09-22,31,322,"Rp. 1.371,66",107.85,"Rp. 1.500.000,00"
527,2023-09-21,32,175,"33.984,92","1.611,56",5000000
528,2023-09-21,33,214,"Rp. 29.133,18","1.227,66","Rp. 5.000.000,00"
529,2023-09-20,34,105,"18.662,08","2.169,65","Rp. 10.000.000,00"
530,22/09/2023,35,297,"1.855,92","103,04","Rp. 3.500.000,00"
531,2023-09-21,36,96,"Rp. 19.315,47","1.886,73","Rp. 5.000.000,00"
532,2023-09-22,37,67,"Rp. 27.180,20","946,35","Rp. 5.000.000,00"
533,2023-09-23,38,165,"Rp. 31.436,35","2.852,90","Rp. 10.000.000,00"
534,2023-09-23,39,249,"14.781,99",615.49,10000000
535,2023-09-23,40,200,"8.256,31","1.676,67","Rp. 10.000.000,00"
536,2023-09-24,41,79,"Rp. 24.791,68","1.170,84","Rp. 7.500.000,00"
537,2023-09-23,42,284,"1.716,38","53,09","Rp. 1.500.000,00"
538,2023-09-20,43,80,"Rp. 20.294,84","948,91",5000000
539,22/09/2023,44,13,"Rp. 26.841,04",1334.39,"Rp. 10.000.000,00"
540,2023-09-21,45,311,N/A,"126,90","Rp. 2.500.000,00"
541,2023-09-23,46,197,"Rp. 13.395,00","1.084,31",10000000
542,2023-09-25,47,150,"Rp. 27.337,87","1.436,75","Rp. 10.000.000,00"
543,2023-09-24,48,28,"18.043,18",558.1,"Rp. 5.000.000,00"
544,2023-09-23,49,82,23991.11,"1.322,10","Rp. 7.500.000,00"
545,2023-09-21,50,100,14321.58,,"Rp. 5.000.000,00"
546,2023-09-22,51,235,"24.130,05","671,91","Rp. 5.000.000,00"
547,2023-09-23,52,11,"Rp. 44.643,40","1.614,33","Rp. 7.500.000,00"
548,2023-09-20,53,134,"38.705,58","2.480,87","Rp. 7.500.000,00"
549,2023-09-20,54,299,"Rp. 1.902,24",51.16,"Rp. 1.500.000,00"
550,2023-09-21,55,125,"8.061,35",Tanpa Catatan,"Rp. 7.500.000,00"
551,2023-09-21,56,43,"5.429,49","786,71",5000000
552,2023-09-24,57,224,"29.279,54","943,09","Rp. 5.000.000,00"
553,2023-09-21,58,300,"Rp. 1.454,14","128,75","Rp. 3.500.000,00"
554,2023-09-22,59,112,"Rp. 428.210,62","728,47","Rp. 7.500.000,00"
555,2023-09-25,60,121,"30.071,46","2.061,68","Rp. 10.000.000,00"
556,2023-09-25,61,154,"Rp. 30.997,80","1.422,45","Rp. 5.000.000,00"
557,2023-09-23,62,253,"Rp. 1.420,22","146,41","Rp. 3.500.000,00"
558,2023-09-22,63,326,"Rp. 1.535,27","85,44","Rp. 3.500.000,00"
559,2023-09-22,64,131,"Rp. 20.029,92","2.105,10",5000000
560,2023-09-23,65,5,"Rp. 14.160,40","2.332,18","Rp. 7.500.000,00"
561,2023-09-22,66,53,"Rp. 7.584,68","1.729,11","Rp. 5.000.000,00"
562,2023-09-23,67,313,"Rp. 555,57",75.12,"Rp. 3.500.000,00"
563,2023-09-24,68,242,25211.7,,"Rp. 5.000.000,00"
563,2023-09-24,69,74,"27.114,09","939,25",7500000
565,2023-09-24,70,219,"19.970,31",1511.39,7500000
565,2023-09-22,71,6,"35.518,03","2.892,74","Rp. 10.000.000,00"
567,2023-09-23,72,321,"Rp. 1.417,57","110,67","Rp. 3.500.000,00"
568,2023-09-25,73,271,"1.255,09","137,13","Rp. 3.500.000,00"
569,2023-09-25,74,61,"Rp. 9.370,96",1931.53,"Rp. 7.500.000,00"
570,2023-09-20,75,136,21673.69,"1.220,85",7500000
571,2023-09-23,76,139,"Rp. 37.367,15","979,71","Rp. 7.500.000,00"
572,2023-09-23,77,265,"332.978,18",21.24,"Rp. 2.500.000,00"
573,2023-09-23,78,126,"32.274,40",1357.69,"Rp. 7.500.000,00"
573,2023-09-25,79,232,"40.518,82","847,16","Rp. 10.000.000,00"
575,2023-09-23,80,31,"Rp. 37.504,76","541,58",7500000
576,2023-09-25,81,205,"Rp. 39.284,00","2.763,01","Rp. 10.000.000,00"
577,2023-09-20,82,47,44488.78,"1.667,01","Rp. 7.500.000,00"
578,2023-09-24,83,222,"42.158,69","2.756,62","Rp. 7.500.000,00"
579,2023-09-22,84,3,29027.18,"2.109,97","Rp. 7.500.000,00"
580,2023-09-23,85,157,"Rp. 8.565,58","2.351,45","Rp. 5.000.000,00"
581,2023-09-21,86,160,"17.785,72","1.412,56",10000000
582,2023-09-25,87,203,"Rp. 23.231,38","2.003,66",5000000
583,2023-09-21,88,107,24801.02,"2.260,35","Rp. 7.500.000,00"
584,2023-09-23,89,153,"34.095,82",,10000000
585,2023-09-25,90,250,34070.18,"1.205,91",5000000
586,2023-09-23,91,48,"Rp. 10.502,44","2.239,89",7500000
586,2023-09-21,92,212,"Rp. 11.728,92","640,83","Rp. 7.500.000,00"
588,2023-09-20,93,172,"17.107,58","1.990,39","Rp. 5.000.000,00"
589,2023-09-22,94,78,"Rp. 9.882,06","2.103,52",10000000
590,2023-09-24,95,85,"8.977,65",,"Rp. 10.000.000,00"
591,2023-09-21,96,39,"36.602,71","810,22","Rp. 5.000.000,00"
592,2023-09-24,97,325,662.17,"117,90","Rp. 1.500.000,00"
592,2023-09-20,98,158,"Rp. 16.735,87","1.835,26","Rp. 5.000.000,00"
594,2023-09-23,99,288,"739,48","128,24","Rp. 1.500.000,00"
595,2023-09-21,100,14,"15.167,18","1.563,36","Rp. 10.000.000,00"
596,2023-09-22,101,202,"11.139,66","2.981,12","Rp. 7.500.000,00"
597,2023-09-23,102,293,-463.39,"123,75","Rp. 2.500.000,00"
598,2023-09-24,103,319,"828,02",94.38,"Rp. 2.500.000,00"
599,2023-09-25,104,236,"38.985,20","1.692,15","Rp. 5.000.000,00"
600,2023-09-23,105,65,"Rp. 32.128,61","1.545,61",7500000
601,2023-09-25,106,34,"38.809,82",2086.69,"Rp. 5.000.000,00"
602,2023-09-25,107,1,34231.89,Rusak,"Rp. 10.000.000,00"
603,2023-09-21,108,252,"Rp. 821,11","149,25",3500000
604,2023-09-20,109,181,19682.04,"833,30","Rp. 7.500.000,00"
605,2023-09-20,110,169,"Rp. 24.324,99",1161.88,5000000
606,2023-09-23,111,204,"Rp. 29.621,21",N/A,"Rp. 7.500.000,00"
607,2023-09-21,112,312,"1.077,34","40,23","Rp. 3.500.000,00"
608,2023-09-23,113,38,"Rp. 34.883,64",,"Rp. 10.000.000,00"
609,2023-09-23,114,101,44317.15,"796,98",7500000
610,2023-09-23,115,260,"Rp. 1.923,82","123,05","Rp. 1.500.000,00"
611,2023-09-24,116,183,"11.099,83","1.778,10",5000000
612,2023-09-20,117,83,12546.76,"2.637,18","Rp. 10.000.000,00"
613,2023-09-22,118,35,"25.998,85","2.250,40","Rp. 5.000.000,00"
614,2023-09-20,119,123,"12.270,06","501,34","Rp. 10.000.000,00"
615,2023-09-25,120,225,"Rp. 35.818,55","825,77","Rp. 7.500.000,00"
616,2023-09-25,121,228,"9.814,17","1.966,40",10000000
617,2023-09-20,122,120,10113.28,"1.545,53","Rp. 10.000.000,00"
618,2023-09-24,123,129,"Rp. 25.950,51","2.881,11","Rp. 5.000.000,00"
619,2023-09-23,124,217,"Rp. 11.620,73",Tanpa Catatan,7500000
620,2023-09-20,125,213,"Rp. 33.823,17",1147.09,"Rp. 5.000.000,00"
621,2023-09-24,126,304,648.21,127.04,"Rp. 3.500.000,00"
622,2023-09-22,127,246,"Rp. 44.410,45","2.064,89","Rp. 5.000.000,00"
623,2023-09-23,128,307,"Rp. 1.341,75","91,61","Rp. 2.500.000,00"
624,2023-09-21,129,33,12260.54,Rusak,5000000
624,2023-09-25,130,132,"7.881,95","1.113,13","Rp. 10.000.000,00"
626,2023-09-22,131,173,10287.16,,"Rp. 7.500.000,00"
627,2023-09-20,132,113,"8.398,61","848,08","Rp. 10.000.000,00"
628,2023-09-23,133,49,"9.102,64",,"Rp. 7.500.000,00"
629,2023-09-20,134,221,"Rp. 33.594,05","2.754,04",7500000
630,2023-09-22,135,147,"Rp. 12.122,71","1.826,20","Rp. 10.000.000,00"
631,2023-09-25,136,327,"1.480,35",29.93,"Rp. 1.500.000,00"
632,2023-09-23,137,77,"8.617,88","2.986,93",5000000
632,2023-09-20,138,283,"Rp. 1.094,78","89,39","Rp. 3.500.000,00"
634,2023-09-23,139,220,"Rp. 23.957,05",833.98,"Rp. 5.000.000,00"
635,2023-09-24,140,211,"Rp. 38.112,87","639,66","Rp. 5.000.000,00"
636,2023-09-25,141,272,"432.427,20","67,48","Rp. 1.500.000,00"
637,2023-09-24,142,324,Meteran Mati,40.27,"Rp. 3.500.000,00"
638,2023-09-24,143,239,"Rp. 33.374,11","1.559,18","Rp. 5.000.000,00"
639,22/09/2023,144,240,"Rp. 8.088,37","2.231,07","Rp. 7.500.000,00"
640,23/09/2023,145,141,"Rp. 463.874,81",1853.92,"Rp. 5.000.000,00"
641,2023-09-23,146,20,"17.583,21",2858.77,"Rp. 5.000.000,00"
642,2023-09-21,147,149,"-25.143,14","1.755,44","Rp. 5.000.000,00"
643,2023-09-22,148,111,37299.04,"2.135,55","Rp. 10.000.000,00"
644,2023-09-22,149,290,"1.892,25","25,20","Rp. 3.500.000,00"
645,2023-09-22,150,226,"43.757,88","2.453,61","Rp. 5.000.000,00"
646,2023-09-21,118,188,44139.35,"2.407,87",7500000
647,2023-09-20,145,178,"Rp. 25.499,17","2.061,58","Rp. 7.500.000,00"
648,2023-09-23,26,133,"9.211,92","1.439,55","Rp. 10.000.000,00"
649,24/09/2023,19,66,"Rp. 12.978,84",1321.8,"Rp. 7.500.000,00"
650,2023-09-20,138,274,"1.281,94",Tanpa Catatan,"Rp. 2.500.000,00"
651,2023-09-22,55,209,"8.268,36","2.684,44","Rp. 7.500.000,00"
652,2023-09-22,130,216,"Rp. 24.265,01","1.838,77","Rp. 5.000.000,00"
653,2023-09-21,68,182,"458.600,44","2.335,89","Rp. 10.000.000,00"
654,2023-09-20,34,145,"30.556,66","1.945,94","Rp. 5.000.000,00"
655,2023-09-22,90,110,"19.551,78",1254.86,"Rp. 7.500.000,00"
656,2023-09-20,18,135,"12.032,55","1.570,96",5000000
657,2023-09-23,63,273,"-1.650,69","33,50",3500000
658,2023-09-22,95,64,"36.075,21","1.878,97","Rp. 5.000.000,00"
659,2023-09-25,73,291,Meteran Mati,,2500000
660,2023-09-25,41,243,18403.6,"2.897,90","Rp. 7.500.000,00"
661,2023-10-20,1,45,"41.166,85",1793.19,"Rp. 7.500.000,00"
662,2023-10-21,2,99,"Rp. 22.496,84",2072.24,"Rp. 10.000.000,00"
663,2023-10-24,3,185,"Rp. 40.916,37",1242.31,"Rp. 10.000.000,00"
663,2023-10-20,4,124,"Rp. 9.437,26","2.818,00","Rp. 5.000.000,00"
665,2023-10-20,5,122,"Rp. 30.027,31","1.025,74","Rp. 7.500.000,00"
666,2023-10-20,6,168,"Rp. 308.699,42","1.709,78","Rp. 10.000.000,00"
667,2023-10-22,7,270,"595,57","114,61",1500000
668,2023-10-22,8,10,"32.482,30","2.718,29","Rp. 7.500.000,00"
669,2023-10-24,9,289,1321.24,98.95,"Rp. 2.500.000,00"
670,20/10/2023,10,177,"Rp. 30.803,92","2.912,86","Rp. 7.500.000,00"
671,2023-10-25,11,198,"Rp. 32.531,70","2.292,01","Rp. 5.000.000,00"
672,2023-10-22,12,114,40706.56,"1.554,38","Rp. 7.500.000,00"
673,2023-10-20,13,4,14456.88,"553,17",5000000
674,2023-10-25,14,52,"Rp. 5.650,89","1.674,73","Rp. 7.500.000,00"
675,2023-10-25,15,16,9856.52,"1.434,77","Rp. 10.000.000,00"
676,2023-10-23,16,90,19755.18,"2.757,20","Rp. 5.000.000,00"
677,2023-10-21,17,210,11813.55,"844,41","Rp. 7.500.000,00"
678,2023-10-20,18,86,"Rp. 31.450,76","2.940,87","Rp. 7.500.000,00"
679,2023-10-21,19,116,"24.784,23","1.031,19","Rp. 10.000.000,00"
680,2023-10-25,20,22,"9.226,42","825,15","Rp. 7.500.000,00"
681,2023-10-22,21,104,N/A,"767,93","Rp. 5.000.000,00"
682,2023-10-22,22,106,11024.8,"1.755,48","Rp. 10.000.000,00"
683,2023-10-24,23,201,"Rp. -24.744,65","1.583,91","Rp. 10.000.000,00"
683,2023-10-21,24,244,"21.182,38","1.482,21","Rp. 5.000.000,00"
685,22/10/2023,25,62,"33.018,85","1.691,90","Rp. 7.500.000,00"
685,2023-10-25,26,30,"Rp. 43.974,83","2.703,14","Rp. 5.000.000,00"
687,2023-10-22,27,127,"38.414,36",1813.17,"Rp. 5.000.000,00"
688,2023-10-21,28,223,"Rp. 38.109,98","1.252,84","Rp. 7.500.000,00"
689,2023-10-23,29,73,"6.236,19",1943.96,"Rp. 10.000.000,00"
690,2023-10-24,30,46,"40.043,71",937.38,"Rp. 10.000.000,00"
691,2023-10-20,31,322,"Rp. 1.626,21","57,49","Rp. 1.500.000,00"
692,2023-10-24,32,175,"13.693,01",N/A,"Rp. 5.000.000,00"
693,2023-10-22,33,214,"8.440,14","1.176,67",10000000
694,2023-10-25,34,105,"Rp. 28.881,55","933,25","Rp. 7.500.000,00"
695,2023-10-20,35,297,"530,07","121,71","Rp. 2.500.000,00"
696,25/10/2023,36,96,"6.056,88","2.416,92",5000000
697,2023-10-20,37,67,"37.299,24","2.687,28","Rp. 7.500.000,00"
698,2023-10-25,38,165,31976.52,"2.348,41","Rp. 5.000.000,00"
699,2023-10-20,39,249,"Rp. 5.258,03","1.712,39",10000000
700,2023-10-21,40,200,16996.95,"1.709,30","Rp. 5.000.000,00"
701,2023-10-25,41,79,34783.94,"1.101,70","Rp. 10.000.000,00"
702,2023-10-22,42,284,Meteran Mati,"125,75","Rp. 1.500.000,00"
703,2023-10-21,43,80,-23716.28,"2.307,66","Rp. 7.500.000,00"
704,2023-10-24,44,13,"33.768,36","1.348,23","Rp. 10.000.000,00"
705,2023-10-25,45,311,"Rp. 1.112,56","105,66","Rp. 2.500.000,00"
706,2023-10-24,46,197,"42.369,36","1.691,03","Rp. 5.000.000,00"
707,2023-10-21,47,150,"6.496,73","2.374,84","Rp. 7.500.000,00"
708,2023-10-22,48,28,"Rp. 22.500,59","1.215,22",5000000
709,2023-10-24,49,82,27731.8,"2.661,23","Rp. 7.500.000,00"
710,2023-10-20,50,100,"Rp. 39.136,86","2.503,99","Rp. 7.500.000,00"
711,2023-10-23,51,235,"Rp. 42.624,70",2805.68,7500000
712,2023-10-21,52,11,Meteran Mati,"2.729,52",10000000
